Microwave microwave M Mi Mic Micr e ve ave wave INITCAP NODIGIT 0 NOPUNCT Microwave Xxxx Xx DIFFERENTFONT HIGHERFONT false false BASELINE false
− − − − − − − − − − ALLCAPS NODIGIT 1 HYPHEN − − − SAMEFONT SAMEFONTSIZE false false SUBSCRIPT true
x x x x x x x x x x NOCAPS NODIGIT 1 NOPUNCT x x x SAMEFONT SAMEFONTSIZE false false SUBSCRIPT true
Ce ce C Ce Ce Ce e Ce Ce Ce INITCAP NODIGIT 0 NOPUNCT Ce Xx Xx DIFFERENTFONT HIGHERFONT false false BASELINE true
x x x x x x x x x x NOCAPS NODIGIT 1 NOPUNCT x x x DIFFERENTFONT LOWERFONT false false SUBSCRIPT false
CuO cuo C Cu CuO CuO O uO CuO CuO INITCAP NODIGIT 0 NOPUNCT CuO XxX XxX DIFFERENTFONT HIGHERFONT false false BASELINE false
4 4 4 4 4 4 4 4 4 4 NOCAPS ALLDIGIT 1 NOPUNCT X d d DIFFERENTFONT LOWERFONT false false SUBSCRIPT false
− − − − − − − − − − ALLCAPS NODIGIT 1 HYPHEN − − − SAMEFONT SAMEFONTSIZE false false SUBSCRIPT false
y y y y y y y y y y NOCAPS NODIGIT 1 NOPUNCT y x x SAMEFONT SAMEFONTSIZE false false SUBSCRIPT false


The the T Th The The e he The The INITCAP NODIGIT 0 NOPUNCT The Xxx Xx DIFFERENTFONT HIGHERFONT false false BASELINE false
pairing pairing p pa pai pair g ng ing ring NOCAPS NODIGIT 0 NOPUNCT pairing xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
state state s st sta stat e te ate tate NOCAPS NODIGIT 0 NOPUNCT state xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
symmetry symmetry s sy sym symm y ry try etry NOCAPS NODIGIT 0 NOPUNCT symmetry xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
of of o of of of f of of of NOCAPS NODIGIT 0 NOPUNCT of xx x SAMEFONT SAMEFONTSIZE false false BASELINE false
the the t th the the e he the the NOCAPS NODIGIT 0 NOPUNCT the xxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
electron electron e el ele elec n on ron tron NOCAPS NODIGIT 0 NOPUNCT electron xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
- - - - - - - - - - ALLCAPS NODIGIT 1 HYPHEN - - - SAMEFONT SAMEFONTSIZE false false BASELINE false
doped doped d do dop dope d ed ped oped NOCAPS NODIGIT 0 NOPUNCT doped xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
cuprate cuprate c cu cup cupr e te ate rate NOCAPS NODIGIT 0 NOPUNCT cuprate xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
superconductors superconductors s su sup supe s rs ors tors NOCAPS NODIGIT 0 NOPUNCT superconductors xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
is is i is is is s is is is NOCAPS NODIGIT 0 NOPUNCT is xx x SAMEFONT SAMEFONTSIZE false false BASELINE false
thought thought t th tho thou t ht ght ught NOCAPS NODIGIT 0 NOPUNCT thought xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
to to t to to to o to to to NOCAPS NODIGIT 0 NOPUNCT to xx x SAMEFONT SAMEFONTSIZE false false BASELINE false
be be b be be be e be be be NOCAPS NODIGIT 0 NOPUNCT be xx x SAMEFONT SAMEFONTSIZE false false BASELINE false
s s s s s s s s s s NOCAPS NODIGIT 1 NOPUNCT s x x SAMEFONT SAMEFONTSIZE false false BASELINE false
- - - - - - - - - - ALLCAPS NODIGIT 1 HYPHEN - - - SAMEFONT SAMEFONTSIZE false false BASELINE false
wave wave w wa wav wave e ve ave wave NOCAPS NODIGIT 0 NOPUNCT wave xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
in in i in in in n in in in NOCAPS NODIGIT 0 NOPUNCT in xx x SAMEFONT SAMEFONTSIZE false false BASELINE false
nature nature n na nat natu e re ure ture NOCAPS NODIGIT 0 NOPUNCT nature xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
, , , , , , , , , , ALLCAPS NODIGIT 1 COMMA , , , SAMEFONT SAMEFONTSIZE false false BASELINE false
in in i in in in n in in in NOCAPS NODIGIT 0 NOPUNCT in xx x SAMEFONT SAMEFONTSIZE false false BASELINE false
contrast contrast c co con cont t st ast rast NOCAPS NODIGIT 0 NOPUNCT contrast xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
with with w wi wit with h th ith with NOCAPS NODIGIT 0 NOPUNCT with xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
their their t th the thei r ir eir heir NOCAPS NODIGIT 0 NOPUNCT their xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
hole hole h ho hol hole e le ole hole NOCAPS NODIGIT 0 NOPUNCT hole xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
- - - - - - - - - - ALLCAPS NODIGIT 1 HYPHEN - - - SAMEFONT SAMEFONTSIZE false false BASELINE false
doped doped d do dop dope d ed ped oped NOCAPS NODIGIT 0 NOPUNCT doped xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
counterparts counterparts c co cou coun s ts rts arts NOCAPS NODIGIT 0 NOPUNCT counterparts xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
which which w wh whi whic h ch ich hich NOCAPS NODIGIT 0 NOPUNCT which xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
exhibit exhibit e ex exh exhi t it bit ibit NOCAPS NODIGIT 0 NOPUNCT exhibit xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
a a a a a a a a a a NOCAPS NODIGIT 1 NOPUNCT a x x SAMEFONT SAMEFONTSIZE false false BASELINE false
d d d d d d d d d d NOCAPS NODIGIT 1 NOPUNCT d x x SAMEFONT SAMEFONTSIZE false false BASELINE false
- - - - - - - - - - ALLCAPS NODIGIT 1 HYPHEN - - - SAMEFONT SAMEFONTSIZE false false BASELINE false
wave wave w wa wav wave e ve ave wave NOCAPS NODIGIT 0 NOPUNCT wave xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
symmetry symmetry s sy sym symm y ry try etry NOCAPS NODIGIT 0 NOPUNCT symmetry xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
. . . . . . . . . . ALLCAPS NODIGIT 1 DOT . . . SAMEFONT SAMEFONTSIZE false false BASELINE false
We we W We We We e We We We INITCAP NODIGIT 0 NOPUNCT We Xx Xx SAMEFONT SAMEFONTSIZE false false BASELINE false
re re r re re re e re re re NOCAPS NODIGIT 0 NOPUNCT re xx x SAMEFONT SAMEFONTSIZE false false BASELINE false
- - - - - - - - - - ALLCAPS NODIGIT 1 HYPHEN - - - SAMEFONT SAMEFONTSIZE false false BASELINE false
examine examine e ex exa exam e ne ine mine NOCAPS NODIGIT 0 NOPUNCT examine xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
this this t th thi this s is his this NOCAPS NODIGIT 0 NOPUNCT this xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
issue issue i is iss issu e ue sue ssue NOCAPS NODIGIT 0 NOPUNCT issue xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
based based b ba bas base d ed sed ased NOCAPS NODIGIT 0 NOPUNCT based xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
on on o on on on n on on on NOCAPS NODIGIT 0 NOPUNCT on xx x SAMEFONT SAMEFONTSIZE false false BASELINE false
recent recent r re rec rece t nt ent cent NOCAPS NODIGIT 0 NOPUNCT recent xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
improvements improvements i im imp impr s ts nts ents NOCAPS NODIGIT 0 NOPUNCT improvements xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
in in i in in in n in in in NOCAPS NODIGIT 0 NOPUNCT in xx x SAMEFONT SAMEFONTSIZE false false BASELINE false
our our o ou our our r ur our our NOCAPS NODIGIT 0 NOPUNCT our xxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
electron electron e el ele elec n on ron tron NOCAPS NODIGIT 0 NOPUNCT electron xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
- - - - - - - - - - ALLCAPS NODIGIT 1 HYPHEN - - - SAMEFONT SAMEFONTSIZE false false BASELINE false
doped doped d do dop dope d ed ped oped NOCAPS NODIGIT 0 NOPUNCT doped xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
materials materials m ma mat mate s ls als ials NOCAPS NODIGIT 0 NOPUNCT materials xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
and and a an and and d nd and and NOCAPS NODIGIT 0 NOPUNCT and xxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
our our o ou our our r ur our our NOCAPS NODIGIT 0 NOPUNCT our xxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
measurement measurement m me mea meas t nt ent ment NOCAPS NODIGIT 0 NOPUNCT measurement xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
techniques techniques t te tec tech s es ues ques NOCAPS NODIGIT 0 NOPUNCT techniques xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
. . . . . . . . . . ALLCAPS NODIGIT 1 DOT . . . SAMEFONT SAMEFONTSIZE false false BASELINE false
We we W We We We e We We We INITCAP NODIGIT 0 NOPUNCT We Xx Xx SAMEFONT SAMEFONTSIZE false false BASELINE false
report report r re rep repo t rt ort port NOCAPS NODIGIT 0 NOPUNCT report xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
microwave microwave m mi mic micr e ve ave wave NOCAPS NODIGIT 0 NOPUNCT microwave xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
cavity cavity c ca cav cavi y ty ity vity NOCAPS NODIGIT 0 NOPUNCT cavity xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
perturbation perturbation p pe per pert n on ion tion NOCAPS NODIGIT 0 NOPUNCT perturbation xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
measurements measurements m me mea meas s ts nts ents NOCAPS NODIGIT 0 NOPUNCT measurements xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
of of o of of of f of of of NOCAPS NODIGIT 0 NOPUNCT of xx x SAMEFONT SAMEFONTSIZE false false BASELINE false
the the t th the the e he the the NOCAPS NODIGIT 0 NOPUNCT the xxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
temperature temperature t te tem temp e re ure ture NOCAPS NODIGIT 0 NOPUNCT temperature xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
dependence dependence d de dep depe e ce nce ence NOCAPS NODIGIT 0 NOPUNCT dependence xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
of of o of of of f of of of NOCAPS NODIGIT 0 NOPUNCT of xx x SAMEFONT SAMEFONTSIZE false false BASELINE false
the the t th the the e he the the NOCAPS NODIGIT 0 NOPUNCT the xxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
penetration penetration p pe pen pene n on ion tion NOCAPS NODIGIT 0 NOPUNCT penetration xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
depth depth d de dep dept h th pth epth NOCAPS NODIGIT 0 NOPUNCT depth xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
of of o of of of f of of of NOCAPS NODIGIT 0 NOPUNCT of xx x SAMEFONT SAMEFONTSIZE false false BASELINE false
Pr pr P Pr Pr Pr r Pr Pr Pr INITCAP NODIGIT 0 NOPUNCT Pr Xx Xx SAMEFONT SAMEFONTSIZE false false BASELINE true
2 2 2 2 2 2 2 2 2 2 NOCAPS ALLDIGIT 1 NOPUNCT X d d SAMEFONT SAMEFONTSIZE false false BASELINE true
− − − − − − − − − − ALLCAPS NODIGIT 1 HYPHEN − − − SAMEFONT SAMEFONTSIZE false false BASELINE true
xCexCuO xcexcuo x xC xCe xCex O uO CuO xCuO NOCAPS NODIGIT 0 NOPUNCT xCexCuO xXxXxX xXxXxX SAMEFONT SAMEFONTSIZE false false BASELINE true
4 4 4 4 4 4 4 4 4 4 NOCAPS ALLDIGIT 1 NOPUNCT X d d SAMEFONT SAMEFONTSIZE false false BASELINE true
− − − − − − − − − − ALLCAPS NODIGIT 1 HYPHEN − − − SAMEFONT SAMEFONTSIZE false false BASELINE true
y y y y y y y y y y NOCAPS NODIGIT 1 NOPUNCT y x x SAMEFONT SAMEFONTSIZE false false BASELINE true
and and a an and and d nd and and NOCAPS NODIGIT 0 NOPUNCT and xxx x SAMEFONT SAMEFONTSIZE false false BASELINE true
Nd nd N Nd Nd Nd d Nd Nd Nd INITCAP NODIGIT 0 NOPUNCT Nd Xx Xx SAMEFONT SAMEFONTSIZE false false BASELINE true
2 2 2 2 2 2 2 2 2 2 NOCAPS ALLDIGIT 1 NOPUNCT X d d SAMEFONT SAMEFONTSIZE false false BASELINE true
− − − − − − − − − − ALLCAPS NODIGIT 1 HYPHEN − − − SAMEFONT SAMEFONTSIZE false false BASELINE true
xCexCuO xcexcuo x xC xCe xCex O uO CuO xCuO NOCAPS NODIGIT 0 NOPUNCT xCexCuO xXxXxX xXxXxX SAMEFONT SAMEFONTSIZE false false BASELINE true
4 4 4 4 4 4 4 4 4 4 NOCAPS ALLDIGIT 1 NOPUNCT X d d SAMEFONT SAMEFONTSIZE false false BASELINE true
− − − − − − − − − − ALLCAPS NODIGIT 1 HYPHEN − − − SAMEFONT SAMEFONTSIZE false false BASELINE false
y y y y y y y y y y NOCAPS NODIGIT 1 NOPUNCT y x x SAMEFONT SAMEFONTSIZE false false BASELINE false
crystals crystals c cr cry crys s ls als tals NOCAPS NODIGIT 0 NOPUNCT crystals xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
. . . . . . . . . . ALLCAPS NODIGIT 1 DOT . . . SAMEFONT SAMEFONTSIZE false false BASELINE false
Our our O Ou Our Our r ur Our Our INITCAP NODIGIT 0 NOPUNCT Our Xxx Xx SAMEFONT SAMEFONTSIZE false false BASELINE false
data data d da dat data a ta ata data NOCAPS NODIGIT 0 NOPUNCT data xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
strongly strongly s st str stro y ly gly ngly NOCAPS NODIGIT 0 NOPUNCT strongly xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
suggest suggest s su sug sugg t st est gest NOCAPS NODIGIT 0 NOPUNCT suggest xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
that that t th tha that t at hat that NOCAPS NODIGIT 0 NOPUNCT that xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
the the t th the the e he the the NOCAPS NODIGIT 0 NOPUNCT the xxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
pairing pairing p pa pai pair g ng ing ring NOCAPS NODIGIT 0 NOPUNCT pairing xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
symmetry symmetry s sy sym symm y ry try etry NOCAPS NODIGIT 0 NOPUNCT symmetry xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
in in i in in in n in in in NOCAPS NODIGIT 0 NOPUNCT in xx x SAMEFONT SAMEFONTSIZE false false BASELINE false
these these t th the thes e se ese hese NOCAPS NODIGIT 0 NOPUNCT these xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
materials materials m ma mat mate s ls als ials NOCAPS NODIGIT 0 NOPUNCT materials xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
is is i is is is s is is is NOCAPS NODIGIT 0 NOPUNCT is xx x SAMEFONT SAMEFONTSIZE false false BASELINE false
not not n no not not t ot not not NOCAPS NODIGIT 0 NOPUNCT not xxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
s s s s s s s s s s NOCAPS NODIGIT 1 NOPUNCT s x x SAMEFONT SAMEFONTSIZE false false BASELINE false
- - - - - - - - - - ALLCAPS NODIGIT 1 HYPHEN - - - SAMEFONT SAMEFONTSIZE false false BASELINE false
wave wave w wa wav wave e ve ave wave NOCAPS NODIGIT 0 NOPUNCT wave xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
. . . . . . . . . . ALLCAPS NODIGIT 1 DOT . . . SAMEFONT SAMEFONTSIZE false false BASELINE false


Existing existing E Ex Exi Exis g ng ing ting INITCAP NODIGIT 0 NOPUNCT Existing Xxxx Xx DIFFERENTFONT HIGHERFONT false false BASELINE false
experimental experimental e ex exp expe l al tal ntal NOCAPS NODIGIT 0 NOPUNCT experimental xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
evidence evidence e ev evi evid e ce nce ence NOCAPS NODIGIT 0 NOPUNCT evidence xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
suggests suggests s su sug sugg s ts sts ests NOCAPS NODIGIT 0 NOPUNCT suggests xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
that that t th tha that t at hat that NOCAPS NODIGIT 0 NOPUNCT that xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
the the t th the the e he the the NOCAPS NODIGIT 0 NOPUNCT the xxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
pairing pairing p pa pai pair g ng ing ring NOCAPS NODIGIT 0 NOPUNCT pairing xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
state state s st sta stat e te ate tate NOCAPS NODIGIT 0 NOPUNCT state xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
symmetry symmetry s sy sym symm y ry try etry NOCAPS NODIGIT 0 NOPUNCT symmetry xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
in in i in in in n in in in NOCAPS NODIGIT 0 NOPUNCT in xx x SAMEFONT SAMEFONTSIZE false false BASELINE false
the the t th the the e he the the NOCAPS NODIGIT 0 NOPUNCT the xxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
electron electron e el ele elec n on ron tron NOCAPS NODIGIT 0 NOPUNCT electron xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
- - - - - - - - - - ALLCAPS NODIGIT 1 HYPHEN - - - SAMEFONT SAMEFONTSIZE false false BASELINE false
doped doped d do dop dope d ed ped oped NOCAPS NODIGIT 0 NOPUNCT doped xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
cuprate cuprate c cu cup cupr e te ate rate NOCAPS NODIGIT 0 NOPUNCT cuprate xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
superconductors superconductors s su sup supe s rs ors tors NOCAPS NODIGIT 0 NOPUNCT superconductors xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
is is i is is is s is is is NOCAPS NODIGIT 0 NOPUNCT is xx x SAMEFONT SAMEFONTSIZE false false BASELINE false
s s s s s s s s s s NOCAPS NODIGIT 1 NOPUNCT s x x SAMEFONT SAMEFONTSIZE false false BASELINE false
- - - - - - - - - - ALLCAPS NODIGIT 1 HYPHEN - - - SAMEFONT SAMEFONTSIZE false false BASELINE false
wave wave w wa wav wave e ve ave wave NOCAPS NODIGIT 0 NOPUNCT wave xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
in in i in in in n in in in NOCAPS NODIGIT 0 NOPUNCT in xx x SAMEFONT SAMEFONTSIZE false false BASELINE false
nature nature n na nat natu e re ure ture NOCAPS NODIGIT 0 NOPUNCT nature xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
, , , , , , , , , , ALLCAPS NODIGIT 1 COMMA , , , SAMEFONT SAMEFONTSIZE false false BASELINE false
in in i in in in n in in in NOCAPS NODIGIT 0 NOPUNCT in xx x SAMEFONT SAMEFONTSIZE false false BASELINE false
contrast contrast c co con cont t st ast rast NOCAPS NODIGIT 0 NOPUNCT contrast xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
to to t to to to o to to to NOCAPS NODIGIT 0 NOPUNCT to xx x SAMEFONT SAMEFONTSIZE false false BASELINE false
the the t th the the e he the the NOCAPS NODIGIT 0 NOPUNCT the xxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
d d d d d d d d d d NOCAPS NODIGIT 1 NOPUNCT d x x SAMEFONT SAMEFONTSIZE false false BASELINE false
- - - - - - - - - - ALLCAPS NODIGIT 1 HYPHEN - - - SAMEFONT SAMEFONTSIZE false false BASELINE false
wave wave w wa wav wave e ve ave wave NOCAPS NODIGIT 0 NOPUNCT wave xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
symmetry symmetry s sy sym symm y ry try etry NOCAPS NODIGIT 0 NOPUNCT symmetry xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
observed observed o ob obs obse d ed ved rved NOCAPS NODIGIT 0 NOPUNCT observed xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
in in i in in in n in in in NOCAPS NODIGIT 0 NOPUNCT in xx x SAMEFONT SAMEFONTSIZE false false BASELINE false
the the t th the the e he the the NOCAPS NODIGIT 0 NOPUNCT the xxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
hole hole h ho hol hole e le ole hole NOCAPS NODIGIT 0 NOPUNCT hole xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
- - - - - - - - - - ALLCAPS NODIGIT 1 HYPHEN - - - SAMEFONT SAMEFONTSIZE false false BASELINE false
doped doped d do dop dope d ed ped oped NOCAPS NODIGIT 0 NOPUNCT doped xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
cuprates cuprates c cu cup cupr s es tes ates NOCAPS NODIGIT 0 NOPUNCT cuprates xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
. . . . . . . . . . ALLCAPS NODIGIT 1 DOT . . . SAMEFONT SAMEFONTSIZE false false BASELINE false
There there T Th The Ther e re ere here INITCAP NODIGIT 0 NOPUNCT There Xxxx Xx SAMEFONT SAMEFONTSIZE false false BASELINE false
is is i is is is s is is is NOCAPS NODIGIT 0 NOPUNCT is xx x SAMEFONT SAMEFONTSIZE false false BASELINE false
no no n no no no o no no no NOCAPS NODIGIT 0 NOPUNCT no xx x SAMEFONT SAMEFONTSIZE false false BASELINE false
compelling compelling c co com comp g ng ing ling NOCAPS NODIGIT 0 NOPUNCT compelling xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
the the t th the the e he the the NOCAPS NODIGIT 0 NOPUNCT the xxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
- - - - - - - - - - ALLCAPS NODIGIT 1 HYPHEN - - - SAMEFONT SAMEFONTSIZE false false BASELINE false
oretical oretical o or ore oret l al cal ical NOCAPS NODIGIT 0 NOPUNCT oretical xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
reason reason r re rea reas n on son ason NOCAPS NODIGIT 0 NOPUNCT reason xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
for for f fo for for r or for for NOCAPS NODIGIT 0 NOPUNCT for xxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
this this t th thi this s is his this NOCAPS NODIGIT 0 NOPUNCT this xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
difference difference d di dif diff e ce nce ence NOCAPS NODIGIT 0 NOPUNCT difference xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
. . . . . . . . . . ALLCAPS NODIGIT 1 DOT . . . SAMEFONT SAMEFONTSIZE false false BASELINE false
The the T Th The The e he The The INITCAP NODIGIT 0 NOPUNCT The Xxx Xx SAMEFONT SAMEFONTSIZE false false BASELINE false
strongest strongest s st str stro t st est gest NOCAPS NODIGIT 0 NOPUNCT strongest xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
evidence evidence e ev evi evid e ce nce ence NOCAPS NODIGIT 0 NOPUNCT evidence xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
for for f fo for for r or for for NOCAPS NODIGIT 0 NOPUNCT for xxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
s s s s s s s s s s NOCAPS NODIGIT 1 NOPUNCT s x x SAMEFONT SAMEFONTSIZE false false BASELINE false
- - - - - - - - - - ALLCAPS NODIGIT 1 HYPHEN - - - SAMEFONT SAMEFONTSIZE false false BASELINE false
wave wave w wa wav wave e ve ave wave NOCAPS NODIGIT 0 NOPUNCT wave xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
symmetry symmetry s sy sym symm y ry try etry NOCAPS NODIGIT 0 NOPUNCT symmetry xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
comes comes c co com come s es mes omes NOCAPS NODIGIT 0 NOPUNCT comes xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
from from f fr fro from m om rom from NOCAPS NODIGIT 0 NOPUNCT from xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
