New new N Ne New New w ew New New INITCAP NODIGIT 0 NOPUNCT New Xxx Xx DIFFERENTFONT HIGHERFONT true false BASELINE false
superconductor superconductor s su sup supe r or tor ctor NOCAPS NODIGIT 0 NOPUNCT superconductor xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
CsOs csos C Cs CsO CsOs s Os sOs CsOs INITCAP NODIGIT 0 NOPUNCT CsOs XxXXx XxXx SAMEFONT SAMEFONTSIZE false false BASELINE true
2 2 2 2 2 2 2 2 2 2 NOCAPS ALLDIGIT 1 NOPUNCT X d d SAMEFONT LOWERFONT false false SUBSCRIPT true
O o O O O O O O O O ALLCAPS NODIGIT 1 NOPUNCT O X X SAMEFONT HIGHERFONT false false BASELINE true
6 6 6 6 6 6 6 6 6 6 NOCAPS ALLDIGIT 1 NOPUNCT X d d SAMEFONT LOWERFONT false false SUBSCRIPT true
with with w wi wit with h th ith with NOCAPS NODIGIT 0 NOPUNCT with xxxx x SAMEFONT HIGHERFONT false false BASELINE false
T t T T T T T T T T ALLCAPS NODIGIT 1 NOPUNCT T X X DIFFERENTFONT SAMEFONTSIZE false true BASELINE false
c c c c c c c c c c NOCAPS NODIGIT 1 NOPUNCT c x x DIFFERENTFONT LOWERFONT false false SUBSCRIPT false
= = = = = = = = = = ALLCAPS NODIGIT 1 NOPUNCT = = = SAMEFONT HIGHERFONT false false BASELINE false
3 3 3 3 3 3 3 3 3 3 NOCAPS ALLDIGIT 1 NOPUNCT X d d SAMEFONT SAMEFONTSIZE false false BASELINE false
. . . . . . . . . . ALLCAPS NODIGIT 1 DOT . . . SAMEFONT SAMEFONTSIZE false false BASELINE false
3 3 3 3 3 3 3 3 3 3 NOCAPS ALLDIGIT 1 NOPUNCT X d d SAMEFONT SAMEFONTSIZE false false BASELINE false
K k K K K K K K K K ALLCAPS NODIGIT 1 NOPUNCT K X X SAMEFONT SAMEFONTSIZE false false BASELINE false
is is i is is is s is is is NOCAPS NODIGIT 0 NOPUNCT is xx x SAMEFONT SAMEFONTSIZE false false BASELINE false
reported reported r re rep repo d ed ted rted NOCAPS NODIGIT 0 NOPUNCT reported xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
. . . . . . . . . . ALLCAPS NODIGIT 1 DOT . . . SAMEFONT SAMEFONTSIZE false false BASELINE false
It it I It It It t It It It INITCAP NODIGIT 0 NOPUNCT It Xx Xx SAMEFONT SAMEFONTSIZE false false BASELINE false
is is i is is is s is is is NOCAPS NODIGIT 0 NOPUNCT is xx x SAMEFONT SAMEFONTSIZE false false BASELINE false
the the t th the the e he the the NOCAPS NODIGIT 0 NOPUNCT the xxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
third third t th thi thir d rd ird hird NOCAPS NODIGIT 0 NOPUNCT third xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
superconductor superconductor s su sup supe r or tor ctor NOCAPS NODIGIT 0 NOPUNCT superconductor xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
in in i in in in n in in in NOCAPS NODIGIT 0 NOPUNCT in xx x SAMEFONT SAMEFONTSIZE false false BASELINE false
the the t th the the e he the the NOCAPS NODIGIT 0 NOPUNCT the xxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
family family f fa fam fami y ly ily mily NOCAPS NODIGIT 0 NOPUNCT family xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
of of o of of of f of of of NOCAPS NODIGIT 0 NOPUNCT of xx x SAMEFONT SAMEFONTSIZE false false BASELINE false
β β β β β β β β β β NOCAPS NODIGIT 1 NOPUNCT β x x DIFFERENTFONT SAMEFONTSIZE false false BASELINE true
- - - - - - - - - - ALLCAPS NODIGIT 1 HYPHEN - - - SAMEFONT SAMEFONTSIZE false false BASELINE true
pyrochlore pyrochlore p py pyr pyro e re ore lore NOCAPS NODIGIT 0 NOPUNCT pyrochlore xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE true
oxides oxides o ox oxi oxid s es des ides NOCAPS NODIGIT 0 NOPUNCT oxides xxxx x DIFFERENTFONT SAMEFONTSIZE false false BASELINE true
, , , , , , , , , , ALLCAPS NODIGIT 1 COMMA , , , SAMEFONT SAMEFONTSIZE false false BASELINE false
following following f fo fol foll g ng ing wing NOCAPS NODIGIT 0 NOPUNCT following xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
KOs kos K KO KOs KOs s Os KOs KOs INITCAP NODIGIT 0 NOPUNCT KOs XXx Xx SAMEFONT SAMEFONTSIZE false false BASELINE false
2 2 2 2 2 2 2 2 2 2 NOCAPS ALLDIGIT 1 NOPUNCT X d d SAMEFONT LOWERFONT false false SUBSCRIPT false
O o O O O O O O O O ALLCAPS NODIGIT 1 NOPUNCT O X X SAMEFONT HIGHERFONT false false BASELINE false
6 6 6 6 6 6 6 6 6 6 NOCAPS ALLDIGIT 1 NOPUNCT X d d SAMEFONT LOWERFONT false false SUBSCRIPT false
with with w wi wit with h th ith with NOCAPS NODIGIT 0 NOPUNCT with xxxx x SAMEFONT HIGHERFONT false false BASELINE false
T t T T T T T T T T ALLCAPS NODIGIT 1 NOPUNCT T X X DIFFERENTFONT SAMEFONTSIZE false true BASELINE false
c c c c c c c c c c NOCAPS NODIGIT 1 NOPUNCT c x x DIFFERENTFONT LOWERFONT false false SUBSCRIPT false
= = = = = = = = = = ALLCAPS NODIGIT 1 NOPUNCT = = = SAMEFONT HIGHERFONT false false BASELINE false
9 9 9 9 9 9 9 9 9 9 NOCAPS ALLDIGIT 1 NOPUNCT X d d SAMEFONT SAMEFONTSIZE false false BASELINE false
. . . . . . . . . . ALLCAPS NODIGIT 1 DOT . . . SAMEFONT SAMEFONTSIZE false false BASELINE false
6 6 6 6 6 6 6 6 6 6 NOCAPS ALLDIGIT 1 NOPUNCT X d d SAMEFONT SAMEFONTSIZE false false BASELINE false
K k K K K K K K K K ALLCAPS NODIGIT 1 NOPUNCT K X X SAMEFONT SAMEFONTSIZE false false BASELINE false
and and a an and and d nd and and NOCAPS NODIGIT 0 NOPUNCT and xxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
RbOs rbos R Rb RbO RbOs s Os bOs RbOs INITCAP NODIGIT 0 NOPUNCT RbOs XxXXx XxXx SAMEFONT SAMEFONTSIZE false false BASELINE true
2 2 2 2 2 2 2 2 2 2 NOCAPS ALLDIGIT 1 NOPUNCT X d d SAMEFONT LOWERFONT false false SUBSCRIPT true
O o O O O O O O O O ALLCAPS NODIGIT 1 NOPUNCT O X X SAMEFONT HIGHERFONT false false BASELINE true
6 6 6 6 6 6 6 6 6 6 NOCAPS ALLDIGIT 1 NOPUNCT X d d SAMEFONT LOWERFONT false false SUBSCRIPT true
with with w wi wit with h th ith with NOCAPS NODIGIT 0 NOPUNCT with xxxx x SAMEFONT HIGHERFONT false false BASELINE false
T t T T T T T T T T ALLCAPS NODIGIT 1 NOPUNCT T X X DIFFERENTFONT SAMEFONTSIZE false true BASELINE false
c c c c c c c c c c NOCAPS NODIGIT 1 NOPUNCT c x x DIFFERENTFONT LOWERFONT false false SUBSCRIPT false
= = = = = = = = = = ALLCAPS NODIGIT 1 NOPUNCT = = = SAMEFONT HIGHERFONT false false BASELINE false
6 6 6 6 6 6 6 6 6 6 NOCAPS ALLDIGIT 1 NOPUNCT X d d SAMEFONT SAMEFONTSIZE false false BASELINE false
. . . . . . . . . . ALLCAPS NODIGIT 1 DOT . . . SAMEFONT SAMEFONTSIZE false false BASELINE false
3 3 3 3 3 3 3 3 3 3 NOCAPS ALLDIGIT 1 NOPUNCT X d d SAMEFONT SAMEFONTSIZE false false BASELINE false
K k K K K K K K K K ALLCAPS NODIGIT 1 NOPUNCT K X X SAMEFONT SAMEFONTSIZE false false BASELINE false
. . . . . . . . . . ALLCAPS NODIGIT 1 DOT . . . SAMEFONT SAMEFONTSIZE false false BASELINE false
The the T Th The The e he The The INITCAP NODIGIT 0 NOPUNCT The Xxx Xx SAMEFONT SAMEFONTSIZE false false BASELINE false
T t T T T T T T T T ALLCAPS NODIGIT 1 NOPUNCT T X X DIFFERENTFONT SAMEFONTSIZE false true BASELINE false
c c c c c c c c c c NOCAPS NODIGIT 1 NOPUNCT c x x DIFFERENTFONT LOWERFONT false false SUBSCRIPT false
of of o of of of f of of of NOCAPS NODIGIT 0 NOPUNCT of xx x SAMEFONT HIGHERFONT false false BASELINE false
this this t th thi this s is his this NOCAPS NODIGIT 0 NOPUNCT this xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
series series s se ser seri s es ies ries NOCAPS NODIGIT 0 NOPUNCT series xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
decreases decreases d de dec decr s es ses ases NOCAPS NODIGIT 0 NOPUNCT decreases xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
with with w wi wit with h th ith with NOCAPS NODIGIT 0 NOPUNCT with xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
increasing increasing i in inc incr g ng ing sing NOCAPS NODIGIT 0 NOPUNCT increasing xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
the the t th the the e he the the NOCAPS NODIGIT 0 NOPUNCT the xxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
ionic ionic i io ion ioni c ic nic onic NOCAPS NODIGIT 0 NOPUNCT ionic xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
radius radius r ra rad radi s us ius dius NOCAPS NODIGIT 0 NOPUNCT radius xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
of of o of of of f of of of NOCAPS NODIGIT 0 NOPUNCT of xx x SAMEFONT SAMEFONTSIZE false false BASELINE false
alkaline alkaline a al alk alka e ne ine line NOCAPS NODIGIT 0 NOPUNCT alkaline xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
metal metal m me met meta l al tal etal NOCAPS NODIGIT 0 NOPUNCT metal xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
ions ions i io ion ions s ns ons ions NOCAPS NODIGIT 0 NOPUNCT ions xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
, , , , , , , , , , ALLCAPS NODIGIT 1 COMMA , , , SAMEFONT SAMEFONTSIZE false false BASELINE false
imposing imposing i im imp impo g ng ing sing NOCAPS NODIGIT 0 NOPUNCT imposing xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
negative negative n ne neg nega e ve ive tive NOCAPS NODIGIT 0 NOPUNCT negative xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
chemical chemical c ch che chem l al cal ical NOCAPS NODIGIT 0 NOPUNCT chemical xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
pressure pressure p pr pre pres e re ure sure NOCAPS NODIGIT 0 NOPUNCT pressure xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
upon upon u up upo upon n on pon upon NOCAPS NODIGIT 0 NOPUNCT upon xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
the the t th the the e he the the NOCAPS NODIGIT 0 NOPUNCT the xxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
Os os O Os Os Os s Os Os Os INITCAP NODIGIT 0 NOPUNCT Os Xx Xx SAMEFONT SAMEFONTSIZE false false BASELINE true
pyrochlore pyrochlore p py pyr pyro e re ore lore NOCAPS NODIGIT 0 NOPUNCT pyrochlore xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE true
lattice lattice l la lat latt e ce ice tice NOCAPS NODIGIT 0 NOPUNCT lattice xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
. . . . . . . . . . ALLCAPS NODIGIT 1 DOT . . . SAMEFONT SAMEFONTSIZE false false BASELINE false


KEYWORDS keywords K KE KEY KEYW S DS RDS ORDS ALLCAPS NODIGIT 0 NOPUNCT KEYWORDS XXXX X DIFFERENTFONT HIGHERFONT false false BASELINE false
: : : : : : : : : : ALLCAPS NODIGIT 1 PUNCT : : : SAMEFONT SAMEFONTSIZE false false BASELINE false
superconductivity superconductivity s su sup supe y ty ity vity NOCAPS NODIGIT 0 NOPUNCT superconductivity xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
, , , , , , , , , , ALLCAPS NODIGIT 1 COMMA , , , SAMEFONT SAMEFONTSIZE false false BASELINE false
β β β β β β β β β β NOCAPS NODIGIT 1 NOPUNCT β x x DIFFERENTFONT SAMEFONTSIZE false false BASELINE false
- - - - - - - - - - ALLCAPS NODIGIT 1 HYPHEN - - - SAMEFONT SAMEFONTSIZE false false BASELINE true
pyrochlore pyrochlore p py pyr pyro e re ore lore NOCAPS NODIGIT 0 NOPUNCT pyrochlore xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE true
oxide oxide o ox oxi oxid e de ide xide NOCAPS NODIGIT 0 NOPUNCT oxide xxxx x DIFFERENTFONT SAMEFONTSIZE false false BASELINE false
, , , , , , , , , , ALLCAPS NODIGIT 1 COMMA , , , SAMEFONT SAMEFONTSIZE false false BASELINE false
pyrochlore pyrochlore p py pyr pyro e re ore lore NOCAPS NODIGIT 0 NOPUNCT pyrochlore xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE true
lattice lattice l la lat latt e ce ice tice NOCAPS NODIGIT 0 NOPUNCT lattice xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false

Pyrochlore pyrochlore P Py Pyr Pyro e re ore lore INITCAP NODIGIT 0 NOPUNCT Pyrochlore Xxxx Xx SAMEFONT SAMEFONTSIZE false false BASELINE true
oxides oxides o ox oxi oxid s es des ides NOCAPS NODIGIT 0 NOPUNCT oxides xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE true
constitute constitute c co con cons e te ute tute NOCAPS NODIGIT 0 NOPUNCT constitute xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
a a a a a a a a a a NOCAPS NODIGIT 1 NOPUNCT a x x SAMEFONT SAMEFONTSIZE false false BASELINE false
large large l la lar larg e ge rge arge NOCAPS NODIGIT 0 NOPUNCT large xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
family family f fa fam fami y ly ily mily NOCAPS NODIGIT 0 NOPUNCT family xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
of of o of of of f of of of NOCAPS NODIGIT 0 NOPUNCT of xx x SAMEFONT SAMEFONTSIZE false false BASELINE false
transition transition t tr tra tran n on ion tion NOCAPS NODIGIT 0 NOPUNCT transition xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE true
metal metal m me met meta l al tal etal NOCAPS NODIGIT 0 NOPUNCT metal xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE true
( ( ( ( ( ( ( ( ( ( ALLCAPS NODIGIT 1 OPENBRACKET ( ( ( SAMEFONT SAMEFONTSIZE false false BASELINE false
TM tm T TM TM TM M TM TM TM ALLCAPS NODIGIT 0 NOPUNCT TM XX X SAMEFONT SAMEFONTSIZE false false BASELINE false
) ) ) ) ) ) ) ) ) ) ALLCAPS NODIGIT 1 ENDBRACKET ) ) ) SAMEFONT SAMEFONTSIZE false false BASELINE false
oxides oxides o ox oxi oxid s es des ides NOCAPS NODIGIT 0 NOPUNCT oxides xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE true
like like l li lik like e ke ike like NOCAPS NODIGIT 0 NOPUNCT like xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
perovskites perovskites p pe per pero s es tes ites NOCAPS NODIGIT 0 NOPUNCT perovskites xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE true
. . . . . . . . . . ALLCAPS NODIGIT 1 DOT . . . SAMEFONT SAMEFONTSIZE false false BASELINE false
1 1 1 1 1 1 1 1 1 1 NOCAPS ALLDIGIT 1 NOPUNCT X d d SAMEFONT LOWERFONT false false SUPERSCRIPT false
) ) ) ) ) ) ) ) ) ) ALLCAPS NODIGIT 1 ENDBRACKET ) ) ) SAMEFONT SAMEFONTSIZE false false SUPERSCRIPT false
They they T Th The They y ey hey They INITCAP NODIGIT 0 NOPUNCT They Xxxx Xx SAMEFONT HIGHERFONT false false BASELINE false
have have h ha hav have e ve ave have NOCAPS NODIGIT 0 NOPUNCT have xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
the the t th the the e he the the NOCAPS NODIGIT 0 NOPUNCT the xxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
general general g ge gen gene l al ral eral NOCAPS NODIGIT 0 NOPUNCT general xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
chemical chemical c ch che chem l al cal ical NOCAPS NODIGIT 0 NOPUNCT chemical xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
formula formula f fo for form a la ula mula NOCAPS NODIGIT 0 NOPUNCT formula xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
A a A A A A A A A A ALLCAPS NODIGIT 1 NOPUNCT A X X SAMEFONT SAMEFONTSIZE false false BASELINE false
2 2 2 2 2 2 2 2 2 2 NOCAPS ALLDIGIT 1 NOPUNCT X d d SAMEFONT LOWERFONT false false SUBSCRIPT true
B b B B B B B B B B ALLCAPS NODIGIT 1 NOPUNCT B X X SAMEFONT HIGHERFONT false false BASELINE true
2 2 2 2 2 2 2 2 2 2 NOCAPS ALLDIGIT 1 NOPUNCT X d d SAMEFONT LOWERFONT false false SUBSCRIPT true
O o O O O O O O O O ALLCAPS NODIGIT 1 NOPUNCT O X X SAMEFONT HIGHERFONT false false BASELINE true
7 7 7 7 7 7 7 7 7 7 NOCAPS ALLDIGIT 1 NOPUNCT X d d SAMEFONT LOWERFONT false false SUBSCRIPT true
or or o or or or r or or or NOCAPS NODIGIT 0 NOPUNCT or xx x SAMEFONT HIGHERFONT false false BASELINE true
A a A A A A A A A A ALLCAPS NODIGIT 1 NOPUNCT A X X SAMEFONT SAMEFONTSIZE false false BASELINE true
2 2 2 2 2 2 2 2 2 2 NOCAPS ALLDIGIT 1 NOPUNCT X d d SAMEFONT LOWERFONT false false SUBSCRIPT true
B b B B B B B B B B ALLCAPS NODIGIT 1 NOPUNCT B X X SAMEFONT HIGHERFONT false false BASELINE true
2 2 2 2 2 2 2 2 2 2 NOCAPS ALLDIGIT 1 NOPUNCT X d d SAMEFONT LOWERFONT false false SUBSCRIPT true
O o O O O O O O O O ALLCAPS NODIGIT 1 NOPUNCT O X X SAMEFONT HIGHERFONT false false BASELINE true
6 6 6 6 6 6 6 6 6 6 NOCAPS ALLDIGIT 1 NOPUNCT X d d SAMEFONT LOWERFONT false false SUBSCRIPT true
O o O O O O O O O O ALLCAPS NODIGIT 1 NOPUNCT O X X SAMEFONT HIGHERFONT false false BASELINE true
' ' ' ' ' ' ' ' ' ' ALLCAPS NODIGIT 1 QUOTE ' ' ' SAMEFONT SAMEFONTSIZE false false BASELINE true
, , , , , , , , , , ALLCAPS NODIGIT 1 COMMA , , , SAMEFONT SAMEFONTSIZE false false BASELINE false
where where w wh whe wher e re ere here NOCAPS NODIGIT 0 NOPUNCT where xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
A a A A A A A A A A ALLCAPS NODIGIT 1 NOPUNCT A X X SAMEFONT SAMEFONTSIZE false false BASELINE false
is is i is is is s is is is NOCAPS NODIGIT 0 NOPUNCT is xx x SAMEFONT SAMEFONTSIZE false false BASELINE false
a a a a a a a a a a NOCAPS NODIGIT 1 NOPUNCT a x x SAMEFONT SAMEFONTSIZE false false BASELINE false
larger larger l la lar larg r er ger rger NOCAPS NODIGIT 0 NOPUNCT larger xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
cation cation c ca cat cati n on ion tion NOCAPS NODIGIT 0 NOPUNCT cation xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
and and a an and and d nd and and NOCAPS NODIGIT 0 NOPUNCT and xxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
B b B B B B B B B B ALLCAPS NODIGIT 1 NOPUNCT B X X SAMEFONT SAMEFONTSIZE false false BASELINE false
is is i is is is s is is is NOCAPS NODIGIT 0 NOPUNCT is xx x SAMEFONT SAMEFONTSIZE false false BASELINE false
a a a a a a a a a a NOCAPS NODIGIT 1 NOPUNCT a x x SAMEFONT SAMEFONTSIZE false false BASELINE false
smaller smaller s sm sma smal r er ler ller NOCAPS NODIGIT 0 NOPUNCT smaller xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
TM tm T TM TM TM M TM TM TM ALLCAPS NODIGIT 0 NOPUNCT TM XX X SAMEFONT SAMEFONTSIZE false false BASELINE false
cation cation c ca cat cati n on ion tion NOCAPS NODIGIT 0 NOPUNCT cation xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
. . . . . . . . . . ALLCAPS NODIGIT 1 DOT . . . SAMEFONT SAMEFONTSIZE false false BASELINE false
The the T Th The The e he The The INITCAP NODIGIT 0 NOPUNCT The Xxx Xx SAMEFONT SAMEFONTSIZE false false BASELINE false
first first f fi fir firs t st rst irst NOCAPS NODIGIT 0 NOPUNCT first xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
superconductor superconductor s su sup supe r or tor ctor NOCAPS NODIGIT 0 NOPUNCT superconductor xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
in in i in in in n in in in NOCAPS NODIGIT 0 NOPUNCT in xx x SAMEFONT SAMEFONTSIZE false false BASELINE false
the the t th the the e he the the NOCAPS NODIGIT 0 NOPUNCT the xxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
family family f fa fam fami y ly ily mily NOCAPS NODIGIT 0 NOPUNCT family xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
of of o of of of f of of of NOCAPS NODIGIT 0 NOPUNCT of xx x SAMEFONT SAMEFONTSIZE false false BASELINE false
pyrochlore pyrochlore p py pyr pyro e re ore lore NOCAPS NODIGIT 0 NOPUNCT pyrochlore xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE true
oxides oxides o ox oxi oxid s es des ides NOCAPS NODIGIT 0 NOPUNCT oxides xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE true
was was w wa was was s as was was NOCAPS NODIGIT 0 NOPUNCT was xxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
discovered discovered d di dis disc d ed red ered NOCAPS NODIGIT 0 NOPUNCT discovered xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
in in i in in in n in in in NOCAPS NODIGIT 0 NOPUNCT in xx x SAMEFONT SAMEFONTSIZE false false BASELINE false
Cd cd C Cd Cd Cd d Cd Cd Cd INITCAP NODIGIT 0 NOPUNCT Cd Xx Xx SAMEFONT SAMEFONTSIZE false false BASELINE true
2 2 2 2 2 2 2 2 2 2 NOCAPS ALLDIGIT 1 NOPUNCT X d d SAMEFONT LOWERFONT false false SUBSCRIPT true
Re re R Re Re Re e Re Re Re INITCAP NODIGIT 0 NOPUNCT Re Xx Xx SAMEFONT HIGHERFONT false false BASELINE true
2 2 2 2 2 2 2 2 2 2 NOCAPS ALLDIGIT 1 NOPUNCT X d d SAMEFONT LOWERFONT false false SUBSCRIPT true
O o O O O O O O O O ALLCAPS NODIGIT 1 NOPUNCT O X X SAMEFONT HIGHERFONT false false BASELINE true
7 7 7 7 7 7 7 7 7 7 NOCAPS ALLDIGIT 1 NOPUNCT X d d SAMEFONT LOWERFONT false false SUBSCRIPT true
at at a at at at t at at at NOCAPS NODIGIT 0 NOPUNCT at xx x SAMEFONT HIGHERFONT false false BASELINE false
T t T T T T T T T T ALLCAPS NODIGIT 1 NOPUNCT T X X DIFFERENTFONT SAMEFONTSIZE false true BASELINE false
c c c c c c c c c c NOCAPS NODIGIT 1 NOPUNCT c x x DIFFERENTFONT LOWERFONT false false SUBSCRIPT false
= = = = = = = = = = ALLCAPS NODIGIT 1 NOPUNCT = = = SAMEFONT HIGHERFONT false false BASELINE false
1 1 1 1 1 1 1 1 1 1 NOCAPS ALLDIGIT 1 NOPUNCT X d d SAMEFONT SAMEFONTSIZE false false BASELINE false
. . . . . . . . . . ALLCAPS NODIGIT 1 DOT . . . SAMEFONT SAMEFONTSIZE false false BASELINE false
0 0 0 0 0 0 0 0 0 0 NOCAPS ALLDIGIT 1 NOPUNCT X d d SAMEFONT SAMEFONTSIZE false false BASELINE false
K k K K K K K K K K ALLCAPS NODIGIT 1 NOPUNCT K X X SAMEFONT SAMEFONTSIZE false false BASELINE false
. . . . . . . . . . ALLCAPS NODIGIT 1 DOT . . . SAMEFONT SAMEFONTSIZE false false BASELINE false
2 2 2 2 2 2 2 2 2 2 NOCAPS ALLDIGIT 1 NOPUNCT X d d SAMEFONT LOWERFONT false false SUPERSCRIPT false
- - - - - - - - - - ALLCAPS NODIGIT 1 HYPHEN - - - SAMEFONT SAMEFONTSIZE false false SUPERSCRIPT false
4 4 4 4 4 4 4 4 4 4 NOCAPS ALLDIGIT 1 NOPUNCT X d d SAMEFONT SAMEFONTSIZE false false SUPERSCRIPT false
) ) ) ) ) ) ) ) ) ) ALLCAPS NODIGIT 1 ENDBRACKET ) ) ) SAMEFONT SAMEFONTSIZE false false SUPERSCRIPT false
