Quasiparticle quasiparticle Q Qu Qua Quas e le cle icle INITCAP NODIGIT 0 NOPUNCT Quasiparticle Xxxx Xx DIFFERENTFONT HIGHERFONT false false BASELINE false
2 2 2 2 2 2 2 2 2 2 NOCAPS ALLDIGIT 1 NOPUNCT X d d DIFFERENTFONT LOWERFONT false false SUBSCRIPT true
B b B B B B B B B B ALLCAPS NODIGIT 1 NOPUNCT B X X DIFFERENTFONT HIGHERFONT false false BASELINE true
2 2 2 2 2 2 2 2 2 2 NOCAPS ALLDIGIT 1 NOPUNCT X d d DIFFERENTFONT LOWERFONT false false SUBSCRIPT true
O o O O O O O O O O ALLCAPS NODIGIT 1 NOPUNCT O X X DIFFERENTFONT HIGHERFONT false false BASELINE true
7 7 7 7 7 7 7 7 7 7 NOCAPS ALLDIGIT 1 NOPUNCT X d d DIFFERENTFONT LOWERFONT false false SUBSCRIPT true
, , , , , , , , , , ALLCAPS NODIGIT 1 COMMA , , , DIFFERENTFONT HIGHERFONT false false BASELINE false
consisting consisting c co con cons g ng ing ting NOCAPS NODIGIT 0 NOPUNCT consisting xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
of of o of of of f of of of NOCAPS NODIGIT 0 NOPUNCT of xx x SAMEFONT SAMEFONTSIZE false false BASELINE false
BO bo B BO BO BO O BO BO BO ALLCAPS NODIGIT 0 NOPUNCT BO XX X SAMEFONT SAMEFONTSIZE false false BASELINE false
6 6 6 6 6 6 6 6 6 6 NOCAPS ALLDIGIT 1 NOPUNCT X d d DIFFERENTFONT LOWERFONT false false SUBSCRIPT false
octahedra octahedra o oc oct octa a ra dra edra NOCAPS NODIGIT 0 NOPUNCT octahedra xxxx x DIFFERENTFONT HIGHERFONT false false BASELINE false
and and a an and and d nd and and NOCAPS NODIGIT 0 NOPUNCT and xxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
eightfold eightfold e ei eig eigh d ld old fold NOCAPS NODIGIT 0 NOPUNCT eightfold xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
coordinated coordinated c co coo coor d ed ted ated NOCAPS NODIGIT 0 NOPUNCT coordinated xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
A a A A A A A A A A ALLCAPS NODIGIT 1 NOPUNCT A X X SAMEFONT SAMEFONTSIZE false false BASELINE false
cations cations c ca cat cati s ns ons ions NOCAPS NODIGIT 0 NOPUNCT cations xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
, , , , , , , , , , ALLCAPS NODIGIT 1 COMMA , , , SAMEFONT SAMEFONTSIZE false false BASELINE false
where where w wh whe wher e re ere here NOCAPS NODIGIT 0 NOPUNCT where xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
A a A A A A A A A A ALLCAPS NODIGIT 1 NOPUNCT A X X SAMEFONT SAMEFONTSIZE false false BASELINE false
and and a an and and d nd and and NOCAPS NODIGIT 0 NOPUNCT and xxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
B b B B B B B B B B ALLCAPS NODIGIT 1 NOPUNCT B X X SAMEFONT SAMEFONTSIZE false false BASELINE false
are are a ar are are e re are are NOCAPS NODIGIT 0 NOPUNCT are xxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
transition transition t tr tra tran n on ion tion NOCAPS NODIGIT 0 NOPUNCT transition xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE true
metals metals m me met meta s ls als tals NOCAPS NODIGIT 0 NOPUNCT metals xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE true
and and a an and and d nd and and NOCAPS NODIGIT 0 NOPUNCT and xxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
/ / / / / / / / / / ALLCAPS NODIGIT 1 NOPUNCT / / / SAMEFONT SAMEFONTSIZE false false BASELINE false
or or o or or or r or or or NOCAPS NODIGIT 0 NOPUNCT or xx x SAMEFONT SAMEFONTSIZE false false BASELINE false
rare rare r ra rar rare e re are rare NOCAPS NODIGIT 0 NOPUNCT rare xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE true
- - - - - - - - - - ALLCAPS NODIGIT 1 HYPHEN - - - SAMEFONT SAMEFONTSIZE false false BASELINE true
earth earth e ea ear eart h th rth arth NOCAPS NODIGIT 0 NOPUNCT earth xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE true
elements elements e el ele elem s ts nts ents NOCAPS NODIGIT 0 NOPUNCT elements xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
. . . . . . . . . . ALLCAPS NODIGIT 1 DOT . . . SAMEFONT SAMEFONTSIZE false false BASELINE false
In in I In In In n In In In INITCAP NODIGIT 0 NOPUNCT In Xx Xx SAMEFONT SAMEFONTSIZE false false BASELINE false
particular particular p pa par part r ar lar ular NOCAPS NODIGIT 0 NOPUNCT particular xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
, , , , , , , , , , ALLCAPS NODIGIT 1 COMMA , , , SAMEFONT SAMEFONTSIZE false false BASELINE false
the the t th the the e he the the NOCAPS NODIGIT 0 NOPUNCT the xxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
B b B B B B B B B B ALLCAPS NODIGIT 1 NOPUNCT B X X SAMEFONT SAMEFONTSIZE false false BASELINE false
sublattice sublattice s su sub subl e ce ice tice NOCAPS NODIGIT 0 NOPUNCT sublattice xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
can can c ca can can n an can can NOCAPS NODIGIT 0 NOPUNCT can xxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
be be b be be be e be be be NOCAPS NODIGIT 0 NOPUNCT be xx x SAMEFONT SAMEFONTSIZE false false BASELINE false
viewed viewed v vi vie view d ed wed ewed NOCAPS NODIGIT 0 NOPUNCT viewed xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
as as a as as as s as as as NOCAPS NODIGIT 0 NOPUNCT as xx x SAMEFONT SAMEFONTSIZE false false BASELINE false
a a a a a a a a a a NOCAPS NODIGIT 1 NOPUNCT a x x SAMEFONT SAMEFONTSIZE false false BASELINE false
three three t th thr thre e ee ree hree NOCAPS NODIGIT 0 NOPUNCT three xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
- - - - - - - - - - ALLCAPS NODIGIT 1 HYPHEN - - - SAMEFONT SAMEFONTSIZE false false BASELINE false
dimensional dimensional d di dim dime l al nal onal NOCAPS NODIGIT 0 NOPUNCT dimensional xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
network network n ne net netw k rk ork work NOCAPS NODIGIT 0 NOPUNCT network xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
of of o of of of f of of of NOCAPS NODIGIT 0 NOPUNCT of xx x SAMEFONT SAMEFONTSIZE false false BASELINE false
corner corner c co cor corn r er ner rner NOCAPS NODIGIT 0 NOPUNCT corner xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
- - - - - - - - - - ALLCAPS NODIGIT 1 HYPHEN - - - SAMEFONT SAMEFONTSIZE false false BASELINE false
sharing sharing s sh sha shar g ng ing ring NOCAPS NODIGIT 0 NOPUNCT sharing xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
tetrahedra tetrahedra t te tet tetr a ra dra edra NOCAPS NODIGIT 0 NOPUNCT tetrahedra xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
, , , , , , , , , , ALLCAPS NODIGIT 1 COMMA , , , SAMEFONT SAMEFONTSIZE false false BASELINE false
providing providing p pr pro prov g ng ing ding NOCAPS NODIGIT 0 NOPUNCT providing xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
a a a a a a a a a a NOCAPS NODIGIT 1 NOPUNCT a x x SAMEFONT SAMEFONTSIZE false false BASELINE false
testing testing t te tes test g ng ing ting NOCAPS NODIGIT 0 NOPUNCT testing xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
ground ground g gr gro grou d nd und ound NOCAPS NODIGIT 0 NOPUNCT ground xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
for for f fo for for r or for for NOCAPS NODIGIT 0 NOPUNCT for xxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
studying studying s st stu stud g ng ing ying NOCAPS NODIGIT 0 NOPUNCT studying xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
the the t th the the e he the the NOCAPS NODIGIT 0 NOPUNCT the xxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
role role r ro rol role e le ole role NOCAPS NODIGIT 0 NOPUNCT role xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
