Upper upper U Up Upp Uppe r er per pper INITCAP NODIGIT 0 NOPUNCT Upper Xxxx Xx DIFFERENTFONT HIGHERFONT false false BASELINE false
, , , , , , , , , , ALLCAPS NODIGIT 1 COMMA , , , SAMEFONT SAMEFONTSIZE false false BASELINE false
74 74 7 74 74 74 4 74 74 74 NOCAPS ALLDIGIT 0 NOPUNCT XX dd d SAMEFONT SAMEFONTSIZE false false BASELINE false
. . . . . . . . . . ALLCAPS NODIGIT 1 DOT . . . SAMEFONT SAMEFONTSIZE false false BASELINE false
25 25 2 25 25 25 5 25 25 25 NOCAPS ALLDIGIT 0 NOPUNCT XX dd d SAMEFONT SAMEFONTSIZE false false BASELINE false
. . . . . . . . . . ALLCAPS NODIGIT 1 DOT . . . SAMEFONT SAMEFONTSIZE false false BASELINE false
Dw dw D Dw Dw Dw w Dw Dw Dw INITCAP NODIGIT 0 NOPUNCT Dw Xx Xx SAMEFONT SAMEFONTSIZE false false BASELINE false
, , , , , , , , , , ALLCAPS NODIGIT 1 COMMA , , , SAMEFONT SAMEFONTSIZE false false BASELINE false
74 74 7 74 74 74 4 74 74 74 NOCAPS ALLDIGIT 0 NOPUNCT XX dd d SAMEFONT SAMEFONTSIZE false false BASELINE false
. . . . . . . . . . ALLCAPS NODIGIT 1 DOT . . . SAMEFONT SAMEFONTSIZE false false BASELINE false
50 50 5 50 50 50 0 50 50 50 NOCAPS ALLDIGIT 0 NOPUNCT XX dd d SAMEFONT SAMEFONTSIZE false false BASELINE false
. . . . . . . . . . ALLCAPS NODIGIT 1 DOT . . . SAMEFONT SAMEFONTSIZE false false BASELINE false
+ + + + + + + + + + ALLCAPS NODIGIT 1 NOPUNCT + + + SAMEFONT SAMEFONTSIZE false false BASELINE false
r r r r r r r r r r NOCAPS NODIGIT 1 NOPUNCT r x x SAMEFONT SAMEFONTSIZE false false BASELINE false
. . . . . . . . . . ALLCAPS NODIGIT 1 DOT . . . SAMEFONT SAMEFONTSIZE false false BASELINE false


The the T Th The The e he The The INITCAP NODIGIT 0 NOPUNCT The Xxx Xx DIFFERENTFONT HIGHERFONT false false BASELINE false
upper upper u up upp uppe r er per pper NOCAPS NODIGIT 0 NOPUNCT upper xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
critical critical c cr cri crit l al cal ical NOCAPS NODIGIT 0 NOPUNCT critical xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
field field f fi fie fiel d ld eld ield NOCAPS NODIGIT 0 NOPUNCT field xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
H h H H H H H H H H ALLCAPS NODIGIT 1 NOPUNCT H X X DIFFERENTFONT SAMEFONTSIZE false false BASELINE false
c c c c c c c c c c NOCAPS NODIGIT 1 NOPUNCT c x x DIFFERENTFONT LOWERFONT false false SUBSCRIPT false
2 2 2 2 2 2 2 2 2 2 NOCAPS ALLDIGIT 1 NOPUNCT X d d SAMEFONT SAMEFONTSIZE false false SUBSCRIPT false
of of o of of of f of of of NOCAPS NODIGIT 0 NOPUNCT of xx x DIFFERENTFONT HIGHERFONT false false BASELINE false
high high h hi hig high h gh igh high NOCAPS NODIGIT 0 NOPUNCT high xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
- - - - - - - - - - ALLCAPS NODIGIT 1 HYPHEN - - - SAMEFONT SAMEFONTSIZE false false BASELINE false
T t T T T T T T T T ALLCAPS NODIGIT 1 NOPUNCT T X X SAMEFONT SAMEFONTSIZE false false BASELINE false
c c c c c c c c c c NOCAPS NODIGIT 1 NOPUNCT c x x DIFFERENTFONT LOWERFONT false false SUBSCRIPT false
superconduc superconduc s su sup supe c uc duc nduc NOCAPS NODIGIT 0 NOPUNCT superconduc xxxx x DIFFERENTFONT HIGHERFONT false false BASELINE false
tors tors t to tor tors s rs ors tors NOCAPS NODIGIT 0 NOPUNCT tors xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
remains remains r re rem rema s ns ins ains NOCAPS NODIGIT 0 NOPUNCT remains xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
a a a a a a a a a a NOCAPS NODIGIT 1 NOPUNCT a x x SAMEFONT SAMEFONTSIZE false false BASELINE false
contradictory contradictory c co con cont y ry ory tory NOCAPS NODIGIT 0 NOPUNCT contradictory xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
issue issue i is iss issu e ue sue ssue NOCAPS NODIGIT 0 NOPUNCT issue xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
. . . . . . . . . . ALLCAPS NODIGIT 1 DOT . . . SAMEFONT SAMEFONTSIZE false false BASELINE false
In in I In In In n In In In INITCAP NODIGIT 0 NOPUNCT In Xx Xx SAMEFONT SAMEFONTSIZE false false BASELINE false
classical classical c cl cla clas l al cal ical NOCAPS NODIGIT 0 NOPUNCT classical xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
type type t ty typ type e pe ype type NOCAPS NODIGIT 0 NOPUNCT type xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
- - - - - - - - - - ALLCAPS NODIGIT 1 HYPHEN - - - SAMEFONT SAMEFONTSIZE false false BASELINE false
II ii I II II II I II II II ALLCAPS NODIGIT 0 NOPUNCT II XX X SAMEFONT SAMEFONTSIZE false false BASELINE false
superconductors superconductors s su sup supe s rs ors tors NOCAPS NODIGIT 0 NOPUNCT superconductors xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
this this t th thi this s is his this NOCAPS NODIGIT 0 NOPUNCT this xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
quantity quantity q qu qua quan y ty ity tity NOCAPS NODIGIT 0 NOPUNCT quantity xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
has has h ha has has s as has has NOCAPS NODIGIT 0 NOPUNCT has xxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
been been b be bee been n en een been NOCAPS NODIGIT 0 NOPUNCT been xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
unequivocally unequivocally u un une uneq y ly lly ally NOCAPS NODIGIT 0 NOPUNCT unequivocally xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
de de d de de de e de de de NOCAPS NODIGIT 0 NOPUNCT de xx x SAMEFONT SAMEFONTSIZE false false BASELINE false
termined termined t te ter term d ed ned ined NOCAPS NODIGIT 0 NOPUNCT termined xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
from from f fr fro from m om rom from NOCAPS NODIGIT 0 NOPUNCT from xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
the the t th the the e he the the NOCAPS NODIGIT 0 NOPUNCT the xxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
magnetotransport magnetotransport m ma mag magn t rt ort port NOCAPS NODIGIT 0 NOPUNCT magnetotransport xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
measurement measurement m me mea meas t nt ent ment NOCAPS NODIGIT 0 NOPUNCT measurement xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
and and a an and and d nd and and NOCAPS NODIGIT 0 NOPUNCT and xxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
its its i it its its s ts its its NOCAPS NODIGIT 0 NOPUNCT its xxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
temperature temperature t te tem temp e re ure ture NOCAPS NODIGIT 0 NOPUNCT temperature xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
dependence dependence d de dep depe e ce nce ence NOCAPS NODIGIT 0 NOPUNCT dependence xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
can can c ca can can n an can can NOCAPS NODIGIT 0 NOPUNCT can xxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
, , , , , , , , , , ALLCAPS NODIGIT 1 COMMA , , , SAMEFONT SAMEFONTSIZE false false BASELINE false
in in i in in in n in in in NOCAPS NODIGIT 0 NOPUNCT in xx x SAMEFONT SAMEFONTSIZE false false BASELINE false
most most m mo mos most t st ost most NOCAPS NODIGIT 0 NOPUNCT most xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
cases cases c ca cas case s es ses ases NOCAPS NODIGIT 0 NOPUNCT cases xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
, , , , , , , , , , ALLCAPS NODIGIT 1 COMMA , , , SAMEFONT SAMEFONTSIZE false false BASELINE false
be be b be be be e be be be NOCAPS NODIGIT 0 NOPUNCT be xx x SAMEFONT SAMEFONTSIZE false false BASELINE false
well well w we wel well l ll ell well NOCAPS NODIGIT 0 NOPUNCT well xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
described described d de des desc d ed bed ibed NOCAPS NODIGIT 0 NOPUNCT described xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
by by b by by by y by by by NOCAPS NODIGIT 0 NOPUNCT by xx x SAMEFONT SAMEFONTSIZE false false BASELINE false
the the t th the the e he the the NOCAPS NODIGIT 0 NOPUNCT the xxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
Werthamer werthamer W We Wer Wert r er mer amer INITCAP NODIGIT 0 NOPUNCT Werthamer Xxxx Xx SAMEFONT SAMEFONTSIZE false false BASELINE false
- - - - - - - - - - ALLCAPS NODIGIT 1 HYPHEN - - - SAMEFONT SAMEFONTSIZE false false BASELINE false
Helfand helfand H He Hel Helf d nd and fand INITCAP NODIGIT 0 NOPUNCT Helfand Xxxx Xx SAMEFONT SAMEFONTSIZE false false BASELINE false
- - - - - - - - - - ALLCAPS NODIGIT 1 HYPHEN - - - SAMEFONT SAMEFONTSIZE false false BASELINE false
Hohenberg hohenberg H Ho Hoh Hohe g rg erg berg INITCAP NODIGIT 0 NOPUNCT Hohenberg Xxxx Xx SAMEFONT SAMEFONTSIZE false false BASELINE false
( ( ( ( ( ( ( ( ( ( ALLCAPS NODIGIT 1 OPENBRACKET ( ( ( SAMEFONT SAMEFONTSIZE false false BASELINE false
WHH whh W WH WHH WHH H HH WHH WHH ALLCAPS NODIGIT 0 NOPUNCT WHH XXX X SAMEFONT SAMEFONTSIZE false false BASELINE false
) ) ) ) ) ) ) ) ) ) ALLCAPS NODIGIT 1 ENDBRACKET ) ) ) SAMEFONT SAMEFONTSIZE false false BASELINE false
theory theory t th the theo y ry ory eory NOCAPS NODIGIT 0 NOPUNCT theory xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
. . . . . . . . . . ALLCAPS NODIGIT 1 DOT . . . SAMEFONT SAMEFONTSIZE false false BASELINE false
However however H Ho How Howe r er ver ever INITCAP NODIGIT 0 NOPUNCT However Xxxx Xx SAMEFONT SAMEFONTSIZE false false BASELINE false
, , , , , , , , , , ALLCAPS NODIGIT 1 COMMA , , , SAMEFONT SAMEFONTSIZE false false BASELINE false
for for f fo for for r or for for NOCAPS NODIGIT 0 NOPUNCT for xxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
the the t th the the e he the the NOCAPS NODIGIT 0 NOPUNCT the xxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
high high h hi hig high h gh igh high NOCAPS NODIGIT 0 NOPUNCT high xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
- - - - - - - - - - ALLCAPS NODIGIT 1 HYPHEN - - - SAMEFONT SAMEFONTSIZE false false BASELINE false
T t T T T T T T T T ALLCAPS NODIGIT 1 NOPUNCT T X X SAMEFONT SAMEFONTSIZE false false BASELINE false
c c c c c c c c c c NOCAPS NODIGIT 1 NOPUNCT c x x DIFFERENTFONT LOWERFONT false false SUBSCRIPT false
superconductors superconductors s su sup supe s rs ors tors NOCAPS NODIGIT 0 NOPUNCT superconductors xxxx x DIFFERENTFONT HIGHERFONT false false BASELINE false
, , , , , , , , , , ALLCAPS NODIGIT 1 COMMA , , , SAMEFONT SAMEFONTSIZE false false BASELINE false
H h H H H H H H H H ALLCAPS NODIGIT 1 NOPUNCT H X X DIFFERENTFONT SAMEFONTSIZE false false BASELINE true
c c c c c c c c c c NOCAPS NODIGIT 1 NOPUNCT c x x DIFFERENTFONT LOWERFONT false false SUBSCRIPT true
2 2 2 2 2 2 2 2 2 2 NOCAPS ALLDIGIT 1 NOPUNCT X d d SAMEFONT SAMEFONTSIZE false false SUBSCRIPT true
extracted extracted e ex ext extr d ed ted cted NOCAPS NODIGIT 0 NOPUNCT extracted xxxx x DIFFERENTFONT HIGHERFONT false false BASELINE false
from from f fr fro from m om rom from NOCAPS NODIGIT 0 NOPUNCT from xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
magnetotransport magnetotransport m ma mag magn t rt ort port NOCAPS NODIGIT 0 NOPUNCT magnetotransport xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
data data d da dat data a ta ata data NOCAPS NODIGIT 0 NOPUNCT data xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
reveals reveals r re rev reve s ls als eals NOCAPS NODIGIT 0 NOPUNCT reveals xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
an an a an an an n an an an NOCAPS NODIGIT 0 NOPUNCT an xx x SAMEFONT SAMEFONTSIZE false false BASELINE false
un un u un un un n un un un NOCAPS NODIGIT 0 NOPUNCT un xx x SAMEFONT SAMEFONTSIZE false false BASELINE false
usual usual u us usu usua l al ual sual NOCAPS NODIGIT 0 NOPUNCT usual xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
increase increase i in inc incr e se ase ease NOCAPS NODIGIT 0 NOPUNCT increase xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
with with w wi wit with h th ith with NOCAPS NODIGIT 0 NOPUNCT with xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
decreasing decreasing d de dec decr g ng ing sing NOCAPS NODIGIT 0 NOPUNCT decreasing xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
temperatures temperatures t te tem temp s es res ures NOCAPS NODIGIT 0 NOPUNCT temperatures xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
without without w wi wit with t ut out hout NOCAPS NODIGIT 0 NOPUNCT without xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
any any a an any any y ny any any NOCAPS NODIGIT 0 NOPUNCT any xxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
saturation saturation s sa sat satu n on ion tion NOCAPS NODIGIT 0 NOPUNCT saturation xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
down down d do dow down n wn own down NOCAPS NODIGIT 0 NOPUNCT down xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
to to t to to to o to to to NOCAPS NODIGIT 0 NOPUNCT to xx x SAMEFONT SAMEFONTSIZE false false BASELINE false
low low l lo low low w ow low low NOCAPS NODIGIT 0 NOPUNCT low xxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
