Experimental experimental E Ex Exp Expe l al tal ntal INITCAP NODIGIT 0 NOPUNCT Experimental Xxxx Xx DIFFERENTFONT HIGHERFONT false false BASELINE false
LaFeAsO lafeaso L La LaF LaFe O sO AsO eAsO INITCAP NODIGIT 0 NOPUNCT LaFeAsO XxXxXxX XxXxXxX SAMEFONT SAMEFONTSIZE false false BASELINE false
1 1 1 1 1 1 1 1 1 1 NOCAPS ALLDIGIT 1 NOPUNCT X d d SAMEFONT SAMEFONTSIZE false false BASELINE false
− − − − − − − − − − ALLCAPS NODIGIT 1 HYPHEN − − − SAMEFONT SAMEFONTSIZE false false BASELINE false
xHx xhx x xH xHx xHx x Hx xHx xHx NOCAPS NODIGIT 0 NOPUNCT xHx xXx xXx SAMEFONT SAMEFONTSIZE false false BASELINE false
has has h ha has has s as has has NOCAPS NODIGIT 0 NOPUNCT has xxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
a a a a a a a a a a NOCAPS NODIGIT 1 NOPUNCT a x x SAMEFONT SAMEFONTSIZE false false BASELINE false
unique unique u un uni uniq e ue que ique NOCAPS NODIGIT 0 NOPUNCT unique xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
phase phase p ph pha phas e se ase hase NOCAPS NODIGIT 0 NOPUNCT phase xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
diagram diagram d di dia diag m am ram gram NOCAPS NODIGIT 0 NOPUNCT diagram xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
: : : : : : : : : : ALLCAPS NODIGIT 1 PUNCT : : : SAMEFONT SAMEFONTSIZE false false BASELINE false
Superconducting superconducting S Su Sup Supe g ng ing ting INITCAP NODIGIT 0 NOPUNCT Superconducting Xxxx Xx SAMEFONT SAMEFONTSIZE false false BASELINE false
( ( ( ( ( ( ( ( ( ( ALLCAPS NODIGIT 1 OPENBRACKET ( ( ( SAMEFONT SAMEFONTSIZE false false BASELINE false
SC sc S SC SC SC C SC SC SC ALLCAPS NODIGIT 0 NOPUNCT SC XX X SAMEFONT SAMEFONTSIZE false false BASELINE false
) ) ) ) ) ) ) ) ) ) ALLCAPS NODIGIT 1 ENDBRACKET ) ) ) SAMEFONT SAMEFONTSIZE false false BASELINE false
double double d do dou doub e le ble uble NOCAPS NODIGIT 0 NOPUNCT double xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
domes domes d do dom dome s es mes omes NOCAPS NODIGIT 0 NOPUNCT domes xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
are are a ar are are e re are are NOCAPS NODIGIT 0 NOPUNCT are xxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
sandwiched sandwiched s sa san sand d ed hed ched NOCAPS NODIGIT 0 NOPUNCT sandwiched xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
by by b by by by y by by by NOCAPS NODIGIT 0 NOPUNCT by xx x SAMEFONT SAMEFONTSIZE false false BASELINE false
antiferromagnetic antiferromagnetic a an ant anti c ic tic etic NOCAPS NODIGIT 0 NOPUNCT antiferromagnetic xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
phases phases p ph pha phas s es ses ases NOCAPS NODIGIT 0 NOPUNCT phases xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
at at a at at at t at at at NOCAPS NODIGIT 0 NOPUNCT at xx x SAMEFONT SAMEFONTSIZE false false BASELINE false
ambient ambient a am amb ambi t nt ent ient NOCAPS NODIGIT 0 NOPUNCT ambient xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
pressure pressure p pr pre pres e re ure sure NOCAPS NODIGIT 0 NOPUNCT pressure xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
and and a an and and d nd and and NOCAPS NODIGIT 0 NOPUNCT and xxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
they they t th the they y ey hey they NOCAPS NODIGIT 0 NOPUNCT they xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
turn turn t tu tur turn n rn urn turn NOCAPS NODIGIT 0 NOPUNCT turn xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
into into i in int into o to nto into NOCAPS NODIGIT 0 NOPUNCT into xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
a a a a a a a a a a NOCAPS NODIGIT 1 NOPUNCT a x x SAMEFONT SAMEFONTSIZE false false BASELINE false
single single s si sin sing e le gle ngle NOCAPS NODIGIT 0 NOPUNCT single xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
dome dome d do dom dome e me ome dome NOCAPS NODIGIT 0 NOPUNCT dome xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
with with w wi wit with h th ith with NOCAPS NODIGIT 0 NOPUNCT with xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
a a a a a a a a a a NOCAPS NODIGIT 1 NOPUNCT a x x SAMEFONT SAMEFONTSIZE false false BASELINE false
maximum maximum m ma max maxi m um mum imum NOCAPS NODIGIT 0 NOPUNCT maximum xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
Tc tc T Tc Tc Tc c Tc Tc Tc INITCAP NODIGIT 0 NOPUNCT Tc Xx Xx DIFFERENTFONT SAMEFONTSIZE false false BASELINE false
that that t th tha that t at hat that NOCAPS NODIGIT 0 NOPUNCT that xxxx x DIFFERENTFONT SAMEFONTSIZE false false BASELINE false
exceeds exceeds e ex exc exce s ds eds eeds NOCAPS NODIGIT 0 NOPUNCT exceeds xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
45 45 4 45 45 45 5 45 45 45 NOCAPS ALLDIGIT 0 NOPUNCT XX dd d SAMEFONT SAMEFONTSIZE false false BASELINE false
K k K K K K K K K K ALLCAPS NODIGIT 1 NOPUNCT K X X SAMEFONT SAMEFONTSIZE false false BASELINE false
at at a at at at t at at at NOCAPS NODIGIT 0 NOPUNCT at xx x SAMEFONT SAMEFONTSIZE false false BASELINE false
a a a a a a a a a a NOCAPS NODIGIT 1 NOPUNCT a x x SAMEFONT SAMEFONTSIZE false false BASELINE false
pressure pressure p pr pre pres e re ure sure NOCAPS NODIGIT 0 NOPUNCT pressure xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
of of o of of of f of of of NOCAPS NODIGIT 0 NOPUNCT of xx x SAMEFONT SAMEFONTSIZE false false BASELINE false
3 3 3 3 3 3 3 3 3 3 NOCAPS ALLDIGIT 1 NOPUNCT X d d SAMEFONT SAMEFONTSIZE false false BASELINE false
. . . . . . . . . . ALLCAPS NODIGIT 1 DOT . . . SAMEFONT SAMEFONTSIZE false false BASELINE false
0 0 0 0 0 0 0 0 0 0 NOCAPS ALLDIGIT 1 NOPUNCT X d d SAMEFONT SAMEFONTSIZE false false BASELINE false
GPa gpa G GP GPa GPa a Pa GPa GPa INITCAP NODIGIT 0 NOPUNCT GPa XXx Xx SAMEFONT SAMEFONTSIZE false false BASELINE false
. . . . . . . . . . ALLCAPS NODIGIT 1 DOT . . . SAMEFONT SAMEFONTSIZE false false BASELINE false
We we W We We We e We We We INITCAP NODIGIT 0 NOPUNCT We Xx Xx SAMEFONT SAMEFONTSIZE false false BASELINE false
studied studied s st stu stud d ed ied died NOCAPS NODIGIT 0 NOPUNCT studied xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
whether whether w wh whe whet r er her ther NOCAPS NODIGIT 0 NOPUNCT whether xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
spin spin s sp spi spin n in pin spin NOCAPS NODIGIT 0 NOPUNCT spin xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
fluctuations fluctuations f fl flu fluc s ns ons ions NOCAPS NODIGIT 0 NOPUNCT fluctuations xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
are are a ar are are e re are are NOCAPS NODIGIT 0 NOPUNCT are xxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
involved involved i in inv invo d ed ved lved NOCAPS NODIGIT 0 NOPUNCT involved xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
in in i in in in n in in in NOCAPS NODIGIT 0 NOPUNCT in xx x SAMEFONT SAMEFONTSIZE false false BASELINE false
increasing increasing i in inc incr g ng ing sing NOCAPS NODIGIT 0 NOPUNCT increasing xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
Tc tc T Tc Tc Tc c Tc Tc Tc INITCAP NODIGIT 0 NOPUNCT Tc Xx Xx DIFFERENTFONT SAMEFONTSIZE false false BASELINE false
under under u un und unde r er der nder NOCAPS NODIGIT 0 NOPUNCT under xxxx x DIFFERENTFONT SAMEFONTSIZE false false BASELINE false
a a a a a a a a a a NOCAPS NODIGIT 1 NOPUNCT a x x SAMEFONT SAMEFONTSIZE false false BASELINE false
pressure pressure p pr pre pres e re ure sure NOCAPS NODIGIT 0 NOPUNCT pressure xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
of of o of of of f of of of NOCAPS NODIGIT 0 NOPUNCT of xx x SAMEFONT SAMEFONTSIZE false false BASELINE false
3 3 3 3 3 3 3 3 3 3 NOCAPS ALLDIGIT 1 NOPUNCT X d d SAMEFONT SAMEFONTSIZE false false BASELINE false
. . . . . . . . . . ALLCAPS NODIGIT 1 DOT . . . SAMEFONT SAMEFONTSIZE false false BASELINE false
0 0 0 0 0 0 0 0 0 0 NOCAPS ALLDIGIT 1 NOPUNCT X d d SAMEFONT SAMEFONTSIZE false false BASELINE false
GPa gpa G GP GPa GPa a Pa GPa GPa INITCAP NODIGIT 0 NOPUNCT GPa XXx Xx SAMEFONT SAMEFONTSIZE false false BASELINE false
by by b by by by y by by by NOCAPS NODIGIT 0 NOPUNCT by xx x SAMEFONT SAMEFONTSIZE false false BASELINE false
using using u us usi usin g ng ing sing NOCAPS NODIGIT 0 NOPUNCT using xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
the the t th the the e he the the NOCAPS NODIGIT 0 NOPUNCT the xxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
75 75 7 75 75 75 5 75 75 75 NOCAPS ALLDIGIT 0 NOPUNCT XX dd d DIFFERENTFONT LOWERFONT false false SUPERSCRIPT false
As as A As As As s As As As INITCAP NODIGIT 0 NOPUNCT As Xx Xx DIFFERENTFONT HIGHERFONT false false BASELINE false
nuclear nuclear n nu nuc nucl r ar ear lear NOCAPS NODIGIT 0 NOPUNCT nuclear xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
magnetic magnetic m ma mag magn c ic tic etic NOCAPS NODIGIT 0 NOPUNCT magnetic xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
resonance resonance r re res reso e ce nce ance NOCAPS NODIGIT 0 NOPUNCT resonance xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
( ( ( ( ( ( ( ( ( ( ALLCAPS NODIGIT 1 OPENBRACKET ( ( ( SAMEFONT SAMEFONTSIZE false false BASELINE false
NMR nmr N NM NMR NMR R MR NMR NMR ALLCAPS NODIGIT 0 NOPUNCT NMR XXX X SAMEFONT SAMEFONTSIZE false false BASELINE false
) ) ) ) ) ) ) ) ) ) ALLCAPS NODIGIT 1 ENDBRACKET ) ) ) SAMEFONT SAMEFONTSIZE false false BASELINE false
technique technique t te tec tech e ue que ique NOCAPS NODIGIT 0 NOPUNCT technique xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
. . . . . . . . . . ALLCAPS NODIGIT 1 DOT . . . SAMEFONT SAMEFONTSIZE false false BASELINE false
The the T Th The The e he The The INITCAP NODIGIT 0 NOPUNCT The Xxx Xx SAMEFONT SAMEFONTSIZE false false BASELINE false
75 75 7 75 75 75 5 75 75 75 NOCAPS ALLDIGIT 0 NOPUNCT XX dd d DIFFERENTFONT LOWERFONT false false SUPERSCRIPT false
As as A As As As s As As As INITCAP NODIGIT 0 NOPUNCT As Xx Xx DIFFERENTFONT HIGHERFONT false false BASELINE false
- - - - - - - - - - ALLCAPS NODIGIT 1 HYPHEN - - - SAMEFONT SAMEFONTSIZE false false BASELINE false
NMR nmr N NM NMR NMR R MR NMR NMR ALLCAPS NODIGIT 0 NOPUNCT NMR XXX X SAMEFONT SAMEFONTSIZE false false BASELINE false
results results r re res resu s ts lts ults NOCAPS NODIGIT 0 NOPUNCT results xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
for for f fo for for r or for for NOCAPS NODIGIT 0 NOPUNCT for xxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
the the t th the the e he the the NOCAPS NODIGIT 0 NOPUNCT the xxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
powder powder p po pow powd r er der wder NOCAPS NODIGIT 0 NOPUNCT powder xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
samples samples s sa sam samp s es les ples NOCAPS NODIGIT 0 NOPUNCT samples xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
show show s sh sho show w ow how show NOCAPS NODIGIT 0 NOPUNCT show xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
that that t th tha that t at hat that NOCAPS NODIGIT 0 NOPUNCT that xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
Tc tc T Tc Tc Tc c Tc Tc Tc INITCAP NODIGIT 0 NOPUNCT Tc Xx Xx DIFFERENTFONT SAMEFONTSIZE false false BASELINE true
increases increases i in inc incr s es ses ases NOCAPS NODIGIT 0 NOPUNCT increases xxxx x DIFFERENTFONT SAMEFONTSIZE false false BASELINE false
up up u up up up p up up up NOCAPS NODIGIT 0 NOPUNCT up xx x SAMEFONT SAMEFONTSIZE false false BASELINE false
to to t to to to o to to to NOCAPS NODIGIT 0 NOPUNCT to xx x SAMEFONT SAMEFONTSIZE false false BASELINE false
48 48 4 48 48 48 8 48 48 48 NOCAPS ALLDIGIT 0 NOPUNCT XX dd d SAMEFONT SAMEFONTSIZE false false BASELINE false
K k K K K K K K K K ALLCAPS NODIGIT 1 NOPUNCT K X X SAMEFONT SAMEFONTSIZE false false BASELINE false
with with w wi wit with h th ith with NOCAPS NODIGIT 0 NOPUNCT with xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
- - - - - - - - - - ALLCAPS NODIGIT 1 HYPHEN - - - SAMEFONT SAMEFONTSIZE false false BASELINE false
out out o ou out out t ut out out NOCAPS NODIGIT 0 NOPUNCT out xxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
the the t th the the e he the the NOCAPS NODIGIT 0 NOPUNCT the xxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
influence influence i in inf infl e ce nce ence NOCAPS NODIGIT 0 NOPUNCT influence xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
of of o of of of f of of of NOCAPS NODIGIT 0 NOPUNCT of xx x SAMEFONT SAMEFONTSIZE false false BASELINE false
spin spin s sp spi spin n in pin spin NOCAPS NODIGIT 0 NOPUNCT spin xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
fluctuations fluctuations f fl flu fluc s ns ons ions NOCAPS NODIGIT 0 NOPUNCT fluctuations xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
. . . . . . . . . . ALLCAPS NODIGIT 1 DOT . . . SAMEFONT SAMEFONTSIZE false false BASELINE false
This this T Th Thi This s is his This INITCAP NODIGIT 0 NOPUNCT This Xxxx Xx SAMEFONT SAMEFONTSIZE false false BASELINE false
fact fact f fa fac fact t ct act fact NOCAPS NODIGIT 0 NOPUNCT fact xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
indicates indicates i in ind indi s es tes ates NOCAPS NODIGIT 0 NOPUNCT indicates xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
that that t th tha that t at hat that NOCAPS NODIGIT 0 NOPUNCT that xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
spin spin s sp spi spin n in pin spin NOCAPS NODIGIT 0 NOPUNCT spin xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
fluctuations fluctuations f fl flu fluc s ns ons ions NOCAPS NODIGIT 0 NOPUNCT fluctuations xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
are are a ar are are e re are are NOCAPS NODIGIT 0 NOPUNCT are xxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
not not n no not not t ot not not NOCAPS NODIGIT 0 NOPUNCT not xxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
involved involved i in inv invo d ed ved lved NOCAPS NODIGIT 0 NOPUNCT involved xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
in in i in in in n in in in NOCAPS NODIGIT 0 NOPUNCT in xx x SAMEFONT SAMEFONTSIZE false false BASELINE false
raising raising r ra rai rais g ng ing sing NOCAPS NODIGIT 0 NOPUNCT raising xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
Tc tc T Tc Tc Tc c Tc Tc Tc INITCAP NODIGIT 0 NOPUNCT Tc Xx Xx DIFFERENTFONT SAMEFONTSIZE false false BASELINE false
, , , , , , , , , , ALLCAPS NODIGIT 1 COMMA , , , SAMEFONT SAMEFONTSIZE false false BASELINE false
which which w wh whi whic h ch ich hich NOCAPS NODIGIT 0 NOPUNCT which xxxx x DIFFERENTFONT SAMEFONTSIZE false false BASELINE false
implies implies i im imp impl s es ies lies NOCAPS NODIGIT 0 NOPUNCT implies xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
that that t th tha that t at hat that NOCAPS NODIGIT 0 NOPUNCT that xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
other other o ot oth othe r er her ther NOCAPS NODIGIT 0 NOPUNCT other xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
factors factors f fa fac fact s rs ors tors NOCAPS NODIGIT 0 NOPUNCT factors xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
, , , , , , , , , , ALLCAPS NODIGIT 1 COMMA , , , SAMEFONT SAMEFONTSIZE false false BASELINE false
such such s su suc such h ch uch such NOCAPS NODIGIT 0 NOPUNCT such xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
as as a as as as s as as as NOCAPS NODIGIT 0 NOPUNCT as xx x SAMEFONT SAMEFONTSIZE false false BASELINE false
orbital orbital o or orb orbi l al tal ital NOCAPS NODIGIT 0 NOPUNCT orbital xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
degrees degrees d de deg degr s es ees rees NOCAPS NODIGIT 0 NOPUNCT degrees xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
of of o of of of f of of of NOCAPS NODIGIT 0 NOPUNCT of xx x SAMEFONT SAMEFONTSIZE false false BASELINE false
freedom freedom f fr fre free m om dom edom NOCAPS NODIGIT 0 NOPUNCT freedom xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
, , , , , , , , , , ALLCAPS NODIGIT 1 COMMA , , , SAMEFONT SAMEFONTSIZE false false BASELINE false
may may m ma may may y ay may may NOCAPS NODIGIT 0 NOPUNCT may xxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
be be b be be be e be be be NOCAPS NODIGIT 0 NOPUNCT be xx x SAMEFONT SAMEFONTSIZE false false BASELINE false
important important i im imp impo t nt ant tant NOCAPS NODIGIT 0 NOPUNCT important xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
for for f fo for for r or for for NOCAPS NODIGIT 0 NOPUNCT for xxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
achieving achieving a ac ach achi g ng ing ving NOCAPS NODIGIT 0 NOPUNCT achieving xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
a a a a a a a a a a NOCAPS NODIGIT 1 NOPUNCT a x x SAMEFONT SAMEFONTSIZE false false BASELINE false
high high h hi hig high h gh igh high NOCAPS NODIGIT 0 NOPUNCT high xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
Tc tc T Tc Tc Tc c Tc Tc Tc INITCAP NODIGIT 0 NOPUNCT Tc Xx Xx DIFFERENTFONT SAMEFONTSIZE false false BASELINE false
of of o of of of f of of of NOCAPS NODIGIT 0 NOPUNCT of xx x DIFFERENTFONT SAMEFONTSIZE false false BASELINE false
almost almost a al alm almo t st ost most NOCAPS NODIGIT 0 NOPUNCT almost xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
50 50 5 50 50 50 0 50 50 50 NOCAPS ALLDIGIT 0 NOPUNCT XX dd d SAMEFONT SAMEFONTSIZE false false BASELINE false
K k K K K K K K K K ALLCAPS NODIGIT 1 NOPUNCT K X X SAMEFONT SAMEFONTSIZE false false BASELINE false
. . . . . . . . . . ALLCAPS NODIGIT 1 DOT . . . SAMEFONT SAMEFONTSIZE false false BASELINE false


The the T Th The The e he The The INITCAP NODIGIT 0 NOPUNCT The Xxx Xx DIFFERENTFONT HIGHERFONT false false BASELINE false
phase phase p ph pha phas e se ase hase NOCAPS NODIGIT 0 NOPUNCT phase xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
diagram diagram d di dia diag m am ram gram NOCAPS NODIGIT 0 NOPUNCT diagram xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
of of o of of of f of of of NOCAPS NODIGIT 0 NOPUNCT of xx x SAMEFONT SAMEFONTSIZE false false BASELINE false
